macros,positive frequency,length
('move_r0_l3_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),2,3
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),4,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),15,3
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'),1,4
('prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l3_l1'),1,4
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'),1,4
('prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),1,4
('move_r0_l3_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),2,4
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),1,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),15,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),10,4
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'prepare_unload_0'),1,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'),1,5
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l3_l1'),1,5
('prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'),1,5
('move_r0_l3_l1'  'prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),1,5
('prepare_unload_0'  'move_r0_l3_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),1,5
('move_r0_l3_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),1,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),15,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),10,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),2,5
('load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'prepare_unload_0'),1,5
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l3_l0'),1,5
('prepare_unload_0'  'move_r0_l3_l2'),8,2
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l2'),2,3
('prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),4,3
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l2'),1,4
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),2,4
('prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'),2,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),9,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l2'),1,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),1,5
('load_r0_l3_c3_k1_1'  'prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'),2,5
('prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),2,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),9,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'),9,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),6,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l1'  'move_r0_l3_l1'),10,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),3,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'  'prepare_unload_0'),3,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'),10,4
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),18,4
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'),10,5
('load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),8,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),17,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),15,5
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'),5,3
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'),4,4
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),5,4
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'),3,5
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),4,5
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'),3,5
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'),19,3
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),12,3
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'),6,4
('prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'),6,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),12,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),12,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,4
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'),6,5
('prepare_unload_0'  'move_r0_l0_l2'  'prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),6,5
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'move_r0_l2_l1'),6,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),6,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),12,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),6,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),5,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),3,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'),3,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),2,5
('load_r0_l2_c2_k1_0'  'prepare_unload_0'),2,2
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'),2,3
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'),1,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),4,3
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),2,3
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'),2,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'),1,4
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),1,4
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),1,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),4,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),4,4
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),2,4
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),2,4
('move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),4,4
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),8,4
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'),1,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'),1,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),1,5
('load_r0_l2_c2_k1_0'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'),1,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),4,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),1,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),2,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'),2,5
('move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),4,5
('move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),2,5
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),8,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),7,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),17,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),6,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'),7,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),16,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),13,5
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'),1,4
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'),13,4
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'),1,5
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l0_l2'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'),13,5
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'prepare_unload_0'),2,3
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l3'),1,3
('prepare_unload_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),1,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'prepare_unload_0'),2,4
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l3'),1,4
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),1,4
('prepare_unload_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),1,4
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),3,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l3'),1,5
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l3'  'move_r0_l2_l3'),1,5
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),1,5
('prepare_unload_0'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),1,5
('move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),2,5
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),3,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),1,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'),2,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),1,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'),1,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),2,4
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),2,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),2,5
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),2,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),7,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),6,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),7,4
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),6,4
('load_r0_l3_c3_k1_2'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),6,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),6,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),6,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),6,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),6,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),4,5
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'),1,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),1,4
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'),1,4
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),1,4
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'),1,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),8,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),1,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'),1,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),1,5
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'),1,5
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),1,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),7,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),4,5
('prepare_unload_0'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),1,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),8,3
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),7,4
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),7,4
('prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),5,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),7,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),7,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),4,5
('prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),5,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),5,3
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),5,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'),4,4
('prepare_unload_0'  'move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'),1,5
('move_r0_l0_l2'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),5,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'),4,5
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'),4,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),6,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),5,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),6,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),8,5
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),9,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'prepare_unload_0'),4,5
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),3,3
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'),3,3
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),3,4
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),3,4
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'),2,4
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'),3,4
('load_r0_l2_c2_k1_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),2,5
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),3,5
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),3,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'),2,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'unload_r0_k1_0'),1,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),7,4
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),3,5
('load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),1,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'prepare_unload_0'),2,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'prepare_unload_0'),3,3
('move_r0_l2_l3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),3,3
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),2,3
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'prepare_unload_0'),3,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),3,4
('move_r0_l2_l3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),2,4
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),2,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'prepare_unload_0'),3,5
